location,location_score,area_sqft,bedrooms,bathrooms,age_years,distance_to_city_km,price_lakhs
Chamba,7.8,1794,1,1,19,24.2,116.0
Shimla,7.9,3434,4,4,0,22.8,267.87
Mandi,5.7,1146,2,2,17,2.6,114.29
Mandi,7.5,761,3,2,14,21.8,68.46
Kullu,3.1,1048,4,3,14,8.5,80.25
Dharamshala,4.5,3303,5,5,4,2.2,240.91
Dharamshala,6.7,2144,3,3,39,8.0,141.0
Mandi,4.1,630,5,5,1,20.3,79.6
Mandi,4.2,1090,2,2,5,16.8,79.03
Dharamshala,8.9,598,5,5,4,6.3,177.79
Chamba,9.9,3350,2,1,39,18.1,207.86
Bilaspur,6.9,2114,1,1,12,17.8,127.03
Palampur,8.9,738,4,4,17,18.7,138.23
Solan,9.9,1274,4,4,30,13.7,166.03
Kullu,4.0,2657,5,4,2,20.6,192.96
Solan,6.1,2578,5,5,2,16.2,219.91
Dharamshala,5.7,3367,1,1,7,3.6,211.74
Mandi,3.6,590,4,4,27,20.4,56.8
Solan,8.3,742,4,4,39,8.4,122.05
Dharamshala,6.0,623,4,3,24,17.8,86.27
Dharamshala,6.3,1879,1,1,34,17.0,104.3
Kullu,4.1,3045,1,1,35,8.7,138.22
Chamba,4.3,2820,4,4,11,4.5,205.29
Bilaspur,9.3,1235,5,4,7,17.5,173.65
Mandi,3.3,2800,1,1,6,21.3,111.77
Kullu,4.6,2797,1,1,31,21.0,84.93
Chamba,5.0,1169,3,3,26,15.8,75.34
Bilaspur,6.4,3124,2,1,34,6.1,188.34
Kullu,7.1,1978,5,4,20,8.2,202.38
Solan,6.5,707,5,4,39,19.0,88.77
Shimla,3.6,1867,3,2,35,10.6,92.98
Solan,4.7,3194,5,5,32,18.4,174.45
Solan,8.9,2936,2,1,32,8.1,202.93
Shimla,7.5,1439,5,4,4,0.7,193.04
Mandi,7.5,3149,3,2,29,15.3,171.23
Chamba,7.7,1863,3,2,37,15.2,114.03
Shimla,8.3,2110,1,1,11,15.9,174.38
Solan,3.4,803,1,1,32,7.1,59.69
Solan,5.6,3989,1,1,14,20.4,205.43
Solan,6.8,3435,3,2,8,12.4,230.16
Mandi,5.4,1182,1,1,29,19.2,37.21
Mandi,8.9,2462,1,1,6,15.5,185.41
Mandi,6.4,3231,4,4,19,10.7,232.03
Shimla,8.4,2266,5,4,37,17.2,188.47
Mandi,9.0,1237,1,1,6,14.6,143.75
Kullu,6.5,3889,3,2,6,13.0,263.02
Palampur,9.4,1440,5,5,37,16.4,182.5
Bilaspur,7.1,1670,3,2,31,2.6,147.41
Shimla,9.0,1800,1,1,18,22.8,162.42
Solan,5.4,3617,1,1,16,8.7,177.72
Solan,6.5,2250,5,5,38,6.0,174.31
Dharamshala,6.7,3018,3,2,28,19.4,175.19
Dharamshala,3.7,3654,1,1,36,6.2,173.56
Palampur,5.8,3749,5,4,3,24.9,231.56
Mandi,9.4,3497,5,4,21,10.8,272.28
Solan,7.4,3677,4,4,29,7.8,278.86
Bilaspur,4.2,3818,1,1,1,2.0,221.99
Shimla,5.4,3968,1,1,20,1.5,217.68
Bilaspur,4.3,2750,2,2,2,2.8,211.0
Dharamshala,3.2,960,1,1,36,0.6,62.81
Bilaspur,9.5,896,3,3,27,8.5,154.21
Dharamshala,6.1,3286,2,1,7,8.1,217.09
Solan,5.2,1606,4,4,20,11.0,118.86
Kullu,7.2,3315,1,1,4,6.2,229.93
Mandi,3.1,3771,4,3,32,2.0,192.93
Chamba,4.9,2755,5,5,7,2.2,232.92
Mandi,7.9,3175,1,1,24,5.0,219.62
Solan,7.4,1476,4,4,3,8.3,193.74
Palampur,9.9,2020,3,3,6,4.1,228.56
Kullu,7.3,3878,1,1,39,9.4,218.57
Solan,6.3,3358,2,1,15,23.1,166.23
Kullu,8.3,1215,4,4,4,6.9,193.6
Solan,9.3,3777,5,4,27,4.6,305.38
Palampur,8.0,2248,2,2,8,16.8,164.12
Kullu,9.7,3453,1,1,23,12.5,236.1
Shimla,8.5,2325,2,1,32,1.7,200.59
Dharamshala,9.1,2613,5,4,27,19.8,208.49
Palampur,3.8,1066,3,3,9,18.0,68.4
Solan,8.1,1685,3,2,9,24.4,141.14
Palampur,6.1,3028,1,1,8,23.5,165.24
Shimla,6.9,3448,4,4,25,14.8,214.46
Shimla,7.6,811,3,3,26,17.3,83.21
Shimla,9.8,769,3,2,20,10.5,144.31
Solan,9.9,2925,5,5,15,22.3,252.51
Mandi,5.0,2064,3,3,2,14.0,180.28
Bilaspur,8.1,3470,5,4,33,8.5,261.49
Palampur,8.2,738,3,2,26,0.7,118.89
Bilaspur,5.4,1722,2,1,25,14.9,125.0
Mandi,3.9,624,5,4,4,13.4,108.32
Dharamshala,3.3,2982,4,4,11,20.4,138.71
Kullu,8.4,3502,4,4,12,5.1,269.1
Kullu,6.4,1048,2,1,23,20.5,65.61
Bilaspur,9.9,1633,4,3,31,0.9,210.17
Bilaspur,6.3,3460,3,3,34,14.9,167.08
Palampur,9.8,645,1,1,20,10.2,111.74
Mandi,5.9,3832,2,2,14,8.6,241.43
Dharamshala,8.6,3604,5,5,16,11.1,248.24
Dharamshala,3.6,1034,3,3,29,6.0,88.99
Bilaspur,6.9,986,4,3,12,5.0,156.87
Kullu,8.6,2921,1,1,16,20.2,172.43
Mandi,9.5,535,2,1,31,6.1,96.11
Bilaspur,8.8,2270,5,5,21,18.6,191.52
Kullu,3.3,730,3,3,18,17.9,15.41
Chamba,5.6,2360,5,4,29,1.3,190.6
Kullu,3.3,1725,5,4,11,22.1,112.93
Palampur,3.8,2972,2,1,2,19.8,136.97
Bilaspur,7.7,3582,5,5,31,20.0,245.15
Kullu,8.0,2210,4,4,18,20.3,178.19
Solan,8.4,2746,1,1,13,14.8,191.15
Shimla,9.1,2601,1,1,3,24.8,173.08
Shimla,8.2,3947,1,1,37,4.9,244.96
Shimla,8.6,1308,4,4,29,2.3,188.36
Dharamshala,3.3,1336,1,1,10,17.8,54.89
Dharamshala,4.6,1824,2,2,24,7.7,126.3
Solan,7.4,3078,3,3,18,15.4,217.35
Kullu,9.0,3528,1,1,13,10.1,246.24
Shimla,3.0,1473,2,1,12,8.7,109.2
Solan,6.6,884,4,4,3,22.4,103.44
Bilaspur,7.7,2630,5,4,38,4.0,210.69
Shimla,3.2,2591,3,3,37,5.1,129.24
Solan,5.8,1811,4,3,34,16.9,127.53
Kullu,9.3,1145,3,3,12,19.7,137.35
Chamba,7.7,3474,3,3,39,20.9,185.41
Solan,4.7,3462,3,2,11,6.2,237.79
Palampur,9.0,3116,5,4,32,22.1,239.9
Chamba,5.4,2526,1,1,4,15.4,146.71
Dharamshala,9.0,1414,3,2,12,20.7,126.41
Mandi,5.1,1910,1,1,23,2.2,151.15
Mandi,7.1,739,5,4,38,9.2,117.14
Dharamshala,5.8,1374,4,3,10,13.4,138.66
Kullu,4.9,2076,1,1,17,14.6,113.2
Palampur,9.2,2028,4,4,33,2.9,197.09
Shimla,4.3,781,3,3,18,13.7,66.48
Bilaspur,3.6,3851,1,1,27,16.8,168.29
Solan,5.4,1438,5,5,16,9.4,144.92
Bilaspur,8.0,2282,2,1,0,12.8,194.45
Mandi,8.7,2128,1,1,11,7.7,182.51
Solan,10.0,2143,4,4,22,21.8,177.41
Dharamshala,5.1,3457,2,2,0,15.2,225.26
Kullu,5.9,3111,4,4,9,14.0,223.82
Shimla,4.0,3536,1,1,38,23.6,127.01
Chamba,7.0,1826,5,5,0,16.8,194.19
Palampur,10.0,1428,3,3,9,7.4,171.83
Palampur,7.9,1995,3,3,24,16.2,151.0
Dharamshala,7.2,2465,5,4,22,24.1,155.37
Dharamshala,5.7,1679,3,2,8,1.1,166.12
Kullu,9.4,2110,1,1,2,15.9,184.89
Chamba,6.5,1028,3,2,35,4.3,109.57
Bilaspur,3.9,2543,4,4,22,20.5,152.03
Dharamshala,5.6,2998,2,1,22,16.2,142.68
Dharamshala,3.5,2345,1,1,2,23.5,93.68
Bilaspur,4.4,3555,1,1,8,16.9,182.08
Bilaspur,3.1,3984,5,4,2,0.9,271.38
Palampur,6.2,3669,1,1,39,13.0,162.92
Dharamshala,7.4,825,3,2,30,22.6,87.3
Bilaspur,5.4,3582,5,5,21,6.2,267.15
Palampur,5.9,1667,2,1,27,2.5,135.47
Bilaspur,9.7,2081,2,1,6,18.1,163.71
Kullu,8.3,1941,4,3,39,12.8,160.52
Solan,6.8,1494,4,3,20,1.7,171.0
Kullu,5.0,3570,1,1,20,7.4,190.37
Mandi,9.3,2732,3,3,38,8.5,225.36
Shimla,4.6,3884,1,1,3,16.9,198.42
Dharamshala,5.3,3841,2,2,16,12.1,240.27
Kullu,9.4,1969,2,2,3,12.4,202.98
Bilaspur,6.7,3044,5,5,17,20.3,215.3
Mandi,8.2,2258,5,4,10,7.3,239.27
Solan,7.1,2231,4,3,18,17.0,189.07
Chamba,7.6,3088,4,3,28,9.5,232.3
Shimla,5.1,2910,1,1,11,10.8,166.3
Chamba,4.7,3691,1,1,2,14.1,191.95
Chamba,5.3,3203,4,3,6,17.5,191.42
Palampur,4.1,2677,3,2,28,23.7,87.07
Mandi,9.1,3717,3,2,23,7.1,268.93
Palampur,5.0,858,4,4,39,3.0,92.16
Dharamshala,6.9,3171,2,2,35,11.0,181.69
Chamba,8.5,1872,4,3,6,13.9,204.02
Dharamshala,8.5,2016,4,3,29,6.1,189.45
Shimla,6.1,3235,2,2,3,22.3,210.93
Bilaspur,6.3,1457,4,4,3,20.1,132.76
Palampur,10.0,3592,1,1,31,12.6,218.91
Solan,7.7,2249,2,2,16,11.5,158.46
Shimla,8.7,1721,4,4,39,1.5,192.17
Bilaspur,9.3,1648,5,4,0,13.7,224.07
Bilaspur,8.5,1973,1,1,20,15.1,138.92
Dharamshala,4.3,3799,4,4,12,22.3,193.3
Bilaspur,6.9,859,3,2,39,12.8,99.48
Bilaspur,3.7,2277,4,3,26,4.4,134.74
Dharamshala,7.6,3422,4,4,30,4.9,261.04
Palampur,9.7,2152,1,1,11,4.4,196.17
Bilaspur,6.6,2481,4,4,35,23.5,151.06
Kullu,6.0,1718,2,2,33,19.9,104.16
Solan,3.3,976,1,1,31,20.7,19.53
Chamba,9.7,2737,3,2,19,21.1,198.59
Mandi,3.7,3719,1,1,36,2.8,194.47
Chamba,3.3,2320,4,4,26,17.7,126.16
Shimla,4.7,2012,3,2,2,17.8,179.99
Palampur,3.5,951,3,2,35,6.0,44.03
Mandi,6.2,3806,1,1,0,12.5,208.28
Mandi,6.6,3542,4,3,27,16.7,226.41
Chamba,5.2,3656,1,1,9,22.5,176.89
Palampur,3.4,1756,2,1,35,3.2,103.47
Bilaspur,3.8,2688,2,2,29,22.4,93.96
Solan,5.7,2014,4,3,32,23.1,115.35
Bilaspur,3.4,1321,3,2,27,23.1,54.9
Kullu,7.9,1219,5,5,22,0.6,177.55
Shimla,4.4,1843,5,5,34,5.9,147.55
Bilaspur,5.1,2436,4,3,11,17.4,146.36
Shimla,5.8,927,1,1,21,8.4,85.63
Kullu,5.9,2957,4,4,11,2.0,252.51
Palampur,3.0,2102,2,2,4,19.2,91.18
Palampur,3.8,3584,5,4,35,1.2,206.04
Shimla,9.0,1475,5,4,19,11.4,197.53
Solan,3.0,680,1,1,2,23.7,8.0
Solan,6.6,1592,1,1,33,11.3,110.64
Mandi,6.4,3906,4,4,37,22.8,208.09
Dharamshala,5.3,1626,1,1,26,10.5,91.01
Solan,6.0,2963,5,5,13,9.0,247.93
Chamba,8.5,3451,3,2,34,3.1,255.9
Chamba,8.9,1495,3,3,29,9.3,160.14
Chamba,4.8,2749,5,5,11,8.8,183.13
Solan,5.3,1215,2,2,13,21.2,87.76
Bilaspur,4.7,1767,3,3,39,23.0,63.26
Solan,6.4,1536,5,5,38,1.0,159.16
Palampur,7.8,2853,1,1,27,2.9,197.7
Kullu,4.6,3565,1,1,1,16.3,211.8
Chamba,5.3,1383,1,1,9,12.4,96.38
Solan,9.5,1519,2,1,14,7.8,151.94
Mandi,3.3,3373,1,1,21,6.9,182.05
Mandi,6.2,2119,1,1,34,6.0,139.26
Kullu,8.0,2295,5,5,33,13.4,201.31
Dharamshala,4.1,2970,3,2,10,0.9,219.64
Dharamshala,3.3,981,2,2,4,18.6,81.24
Palampur,4.0,3551,3,3,11,7.9,202.82
Bilaspur,9.4,1778,5,5,9,11.0,200.92
Dharamshala,3.1,2804,3,2,35,13.4,136.17
Kullu,4.3,2012,3,2,0,5.7,157.88
Mandi,3.2,3135,5,5,33,22.2,150.05
Solan,3.8,2640,1,1,26,17.2,94.78
Kullu,7.3,1106,3,2,4,21.8,121.84
Shimla,4.7,1157,4,3,27,12.1,99.76
Solan,7.0,3570,3,3,23,11.1,227.95
Dharamshala,7.1,2318,5,5,0,6.3,218.36
Shimla,8.9,1465,5,5,8,13.8,206.69
Bilaspur,3.0,1001,2,2,13,15.0,59.31
Kullu,9.0,949,5,4,8,10.8,186.48
Shimla,7.3,3719,2,1,23,4.1,214.99
Palampur,4.1,3916,2,1,24,7.2,203.14
Shimla,8.4,1877,5,4,6,0.8,224.22
Palampur,9.0,1205,1,1,4,8.3,151.17
Solan,4.8,1966,2,1,26,14.7,114.98
Shimla,9.4,978,4,4,18,23.9,134.48
Kullu,6.2,2423,3,3,10,4.9,197.38
Palampur,7.2,2691,5,4,10,1.9,248.28
Solan,9.9,3948,2,2,1,7.8,282.7
Palampur,5.5,1616,3,2,34,4.3,112.55
Bilaspur,8.7,1192,1,1,33,17.5,106.95
Bilaspur,5.2,966,2,2,22,0.6,98.22
Shimla,8.6,1820,1,1,13,24.5,140.14
Mandi,7.2,2603,4,4,8,21.5,203.2
Shimla,4.5,733,2,2,12,12.5,79.59
Dharamshala,5.9,3156,4,4,37,23.1,170.98
Dharamshala,5.2,2110,2,2,3,15.9,136.25
Shimla,3.5,3276,3,3,32,24.8,131.37
Kullu,3.2,2122,5,4,12,7.3,167.58
Palampur,5.4,1044,5,5,10,24.9,78.0
Kullu,3.1,575,1,1,32,4.9,43.53
Chamba,4.2,2449,4,4,38,9.2,139.64
Palampur,8.1,2388,5,4,39,23.4,162.9
Kullu,8.0,3347,4,3,10,9.6,256.6
Kullu,8.2,3570,1,1,23,5.6,232.39
Bilaspur,5.2,1063,4,3,11,2.0,121.77
Chamba,9.2,1601,4,4,7,4.1,215.14
Palampur,7.2,1226,4,3,15,9.2,155.04
Palampur,3.9,873,3,3,2,10.8,70.51
Solan,4.0,508,3,2,6,13.8,48.91
Dharamshala,7.9,788,4,4,23,20.4,116.79
Kullu,4.2,2336,3,3,27,0.8,168.5
Kullu,6.6,1031,4,3,10,21.1,113.65
Shimla,9.9,1181,4,3,22,14.6,149.98
Solan,3.0,912,2,1,30,19.0,28.93
Palampur,3.1,3034,4,3,35,19.0,121.1
Shimla,10.0,2724,4,3,22,22.6,208.75
Shimla,7.1,3867,3,2,9,2.8,259.2
Shimla,3.9,890,4,3,28,14.5,64.76
Palampur,9.3,1230,1,1,6,22.8,107.55
Shimla,9.2,2094,2,1,5,18.1,186.57
Chamba,6.8,2771,4,3,14,2.9,233.42
Solan,7.4,955,5,4,13,15.5,130.98
Bilaspur,4.9,1241,4,3,5,20.1,120.0
Palampur,3.4,1975,4,3,2,7.2,143.44
Kullu,7.2,563,2,1,37,16.0,53.81
Palampur,5.1,1883,4,4,27,21.1,108.33
Mandi,7.6,3154,2,1,28,13.3,200.65
Bilaspur,8.9,2343,1,1,2,5.3,217.57
Chamba,3.1,2019,2,1,31,14.0,97.38
Dharamshala,7.2,2207,4,3,14,14.9,181.04
Kullu,4.6,3813,5,4,29,10.4,191.45
Kullu,9.1,2321,3,3,19,17.2,184.01
Chamba,4.8,2370,5,4,9,11.1,203.6
Dharamshala,7.3,3757,4,3,10,22.0,235.17
Dharamshala,6.9,1051,3,2,5,19.9,87.81
Palampur,5.8,835,5,4,33,20.2,85.81
Bilaspur,7.7,2074,3,2,17,13.4,174.5
Dharamshala,8.1,1615,3,2,31,5.3,146.86
Shimla,7.0,1210,4,4,33,18.2,105.33
Solan,8.3,918,4,3,6,2.2,163.08
Dharamshala,9.9,3573,3,2,13,13.2,273.2
Chamba,5.9,2650,3,2,4,1.8,214.19
Chamba,6.6,2918,5,5,0,13.4,225.7
Bilaspur,3.1,913,1,1,39,17.3,8.0
Bilaspur,8.6,1694,1,1,26,10.8,129.19
Dharamshala,6.6,2672,3,3,18,10.7,208.56
Bilaspur,5.9,2347,1,1,8,3.5,182.29
Palampur,3.7,2932,2,1,23,7.9,151.4
Mandi,9.2,2843,3,3,21,11.4,225.99
Mandi,5.8,1946,3,3,8,21.7,146.63
Kullu,7.8,3240,2,2,0,22.5,209.57
Shimla,4.0,1408,2,1,18,23.9,65.69
Shimla,9.7,780,4,4,20,3.0,188.33
Bilaspur,4.2,3696,5,4,31,7.8,214.79
Kullu,4.4,578,4,4,15,11.8,102.92
Kullu,9.0,1492,3,2,3,16.2,182.84
Solan,9.4,900,1,1,35,17.7,89.07
Dharamshala,4.5,1311,2,2,16,19.8,68.53
Mandi,6.3,1882,3,2,28,12.6,135.34
Dharamshala,8.1,953,2,2,1,14.1,127.62
Bilaspur,9.1,2133,4,3,1,24.0,183.37
Shimla,5.7,3745,2,1,0,6.4,248.59
Chamba,6.6,977,5,5,31,20.2,90.32
Kullu,8.2,3743,2,2,9,17.9,235.7
Mandi,8.1,1939,3,3,31,3.9,173.48
Bilaspur,8.5,2573,4,4,37,23.2,155.34
Solan,7.0,2045,2,1,26,21.5,125.88
Kullu,3.7,1608,4,4,39,19.6,74.04
Mandi,9.3,881,3,3,37,3.6,153.85
Kullu,9.1,2576,4,4,28,3.9,230.41
Solan,8.6,3708,3,2,32,17.2,222.42
Kullu,3.7,2322,5,4,24,3.1,160.5
Palampur,4.4,2597,4,3,8,3.3,197.74
Shimla,8.2,2753,1,1,4,10.3,206.73
Bilaspur,3.2,1859,3,2,15,0.6,145.08
Kullu,9.9,922,5,4,19,18.2,154.33
Mandi,5.6,2274,2,2,13,13.7,172.85
Shimla,8.0,3541,3,2,4,2.4,282.9
Palampur,9.2,1599,4,4,20,13.8,164.77
Palampur,5.8,3550,2,1,19,1.8,211.45
Kullu,5.2,3490,3,2,38,2.2,211.01
Shimla,7.3,1356,3,2,38,12.4,98.08
Palampur,7.1,2512,1,1,24,12.7,161.77
Mandi,5.9,3116,1,1,34,8.8,176.13
Mandi,7.2,2232,3,2,12,15.7,180.57
Bilaspur,9.5,2947,1,1,38,10.0,183.38
Solan,6.3,3688,5,4,37,14.9,233.65
Shimla,4.4,2695,3,3,5,9.1,187.52
Solan,5.6,3432,4,4,28,18.0,190.15
Solan,5.8,3303,2,1,18,14.7,182.71
Dharamshala,3.9,3344,2,2,10,4.4,205.82
Solan,4.1,3483,3,3,16,17.3,176.47
Kullu,7.8,1289,4,4,36,19.7,118.32
Chamba,5.4,564,2,1,36,2.1,83.1
Mandi,9.7,1035,2,2,13,15.4,148.82
Solan,4.7,1373,1,1,18,19.9,65.6
Chamba,3.7,2915,3,2,20,3.3,180.79
Bilaspur,8.3,2284,4,4,29,22.6,160.04
Bilaspur,9.2,2140,3,2,19,10.7,187.07
Bilaspur,4.9,531,2,1,15,18.6,24.97
Chamba,4.4,2892,2,1,36,22.5,114.6
Kullu,4.3,1774,2,1,14,24.7,87.41
Bilaspur,6.7,3162,2,2,10,14.8,200.8
Shimla,6.3,894,2,2,13,17.8,74.06
Bilaspur,4.8,1533,5,5,13,6.7,157.67
Palampur,3.3,691,2,2,22,7.6,69.12
Chamba,6.4,1496,2,1,26,21.3,97.31
Shimla,9.7,3731,4,3,5,10.3,298.75
Shimla,7.6,2217,5,4,35,20.6,185.65
Kullu,6.5,2038,3,3,10,1.7,223.18
Solan,3.8,1457,4,3,4,5.8,131.66
Bilaspur,4.8,1427,1,1,26,4.7,91.45
Kullu,5.1,2835,3,2,8,13.4,189.47
Palampur,8.4,3948,1,1,30,2.5,240.75
Chamba,9.1,3113,1,1,37,8.9,210.3
Palampur,9.3,3079,3,3,27,24.7,200.86
Chamba,9.9,2152,2,2,31,20.0,164.0
Chamba,9.9,845,1,1,19,19.1,97.09
Kullu,9.7,3033,1,1,13,3.8,232.39
Dharamshala,3.5,3330,4,4,24,9.4,168.0
Chamba,4.0,2286,3,2,14,17.2,145.73
Chamba,5.1,820,2,1,35,1.0,88.6
Kullu,6.9,2995,5,5,18,11.1,240.33
Solan,3.7,3723,2,2,19,23.3,165.62
Kullu,8.9,1287,5,4,26,2.5,158.71
Solan,7.3,1058,2,1,7,22.7,86.29
Palampur,6.8,3085,1,1,22,5.3,192.96
Solan,4.2,1661,1,1,30,5.1,79.44
Mandi,4.8,3002,2,2,31,5.3,150.08
Bilaspur,4.1,2961,1,1,8,23.3,120.33
Palampur,9.0,1433,1,1,2,15.3,147.68
Palampur,7.1,647,2,1,7,18.9,83.74
Palampur,8.1,2445,5,4,32,9.5,217.07
Solan,5.1,1927,2,1,10,21.9,131.3
Dharamshala,5.6,3493,2,1,2,14.8,216.37
Chamba,5.8,1752,5,5,23,15.2,146.07
Palampur,8.3,1373,2,2,35,18.9,125.02
Chamba,8.4,3510,5,5,8,19.5,246.12
Bilaspur,4.4,3075,4,4,1,17.2,173.57
Palampur,9.6,2664,5,5,5,3.4,271.12
Mandi,3.8,3838,3,3,5,21.7,208.65
Chamba,9.3,3240,3,2,8,6.9,266.75
Kullu,3.7,3531,2,2,7,24.9,148.79
Solan,4.9,3296,3,3,25,9.9,184.12
Solan,8.9,1905,4,3,8,3.4,205.01
Mandi,4.3,718,5,4,21,8.2,83.05
Chamba,5.9,2625,1,1,16,14.6,168.36
Bilaspur,6.1,3177,1,1,26,10.1,174.61
Mandi,4.7,3971,1,1,26,20.8,191.89
Dharamshala,8.0,2885,4,3,23,17.2,194.28
Dharamshala,9.0,2489,1,1,35,5.7,186.29
Mandi,9.1,2515,5,4,7,13.7,241.89
Kullu,5.4,902,2,1,20,19.8,68.41
Shimla,6.7,525,2,2,15,22.3,63.29
Dharamshala,4.7,659,5,4,21,10.2,107.32
Dharamshala,4.7,3667,4,4,5,23.1,217.44
Dharamshala,4.1,3266,3,2,12,1.4,198.65
Bilaspur,9.6,1410,5,5,37,17.1,167.41
Kullu,9.2,1982,4,3,32,19.7,161.84
Kullu,8.4,2192,4,3,17,10.9,190.35
Chamba,6.6,1363,2,1,4,0.8,162.62
Dharamshala,6.4,1979,5,5,25,17.3,169.62
Shimla,6.7,1716,4,4,12,8.9,166.15
Dharamshala,6.8,2931,5,5,13,4.2,245.33
Bilaspur,6.0,3150,5,4,3,4.3,239.91
Bilaspur,3.9,844,3,2,11,19.3,38.63
Shimla,3.9,2128,2,1,8,5.1,139.12
Mandi,9.7,3969,5,4,1,12.4,330.89
Shimla,6.4,3539,5,5,23,24.3,207.99
Palampur,9.7,3278,1,1,38,19.1,207.31
Shimla,4.1,3072,4,3,5,13.9,191.51
Palampur,6.9,515,4,3,2,13.4,114.54
Shimla,4.5,3909,4,3,4,4.6,255.46
Palampur,4.8,3073,5,4,21,11.4,214.34
Shimla,3.2,3609,2,1,33,4.1,163.57
Kullu,3.8,3681,5,4,12,2.5,246.75
Chamba,9.4,1390,4,4,4,3.2,205.02
Bilaspur,5.3,548,1,1,3,15.4,54.8
Dharamshala,7.3,2806,3,3,24,5.2,211.93
Dharamshala,6.3,2106,1,1,14,4.2,155.95
Bilaspur,5.8,571,5,4,14,21.7,98.61
Dharamshala,6.7,1447,4,3,9,3.5,171.44
Palampur,4.3,3968,5,5,35,17.8,217.38
Bilaspur,9.9,1771,4,4,14,10.7,208.56
Dharamshala,8.7,1413,2,2,28,14.7,144.22
Kullu,8.2,2790,3,2,29,1.1,217.89
Palampur,6.3,2826,5,5,2,0.5,255.83
Mandi,4.1,1662,1,1,9,20.5,87.88
Mandi,9.4,3472,5,5,35,12.1,258.92
Chamba,5.4,2531,3,2,35,2.2,173.12
Mandi,3.4,1061,3,2,16,8.9,110.53
Shimla,5.4,1637,4,3,6,12.9,134.45
Kullu,8.6,3467,1,1,11,3.8,268.76
Palampur,7.4,812,1,1,37,13.9,58.76
Kullu,8.3,542,1,1,26,13.5,92.39
Palampur,8.6,2797,4,4,3,15.3,246.81
Solan,4.5,2046,1,1,28,20.4,87.55
Mandi,9.5,1384,4,4,5,10.6,192.59
Solan,6.1,2152,1,1,12,22.3,114.54
Palampur,7.5,1142,4,3,19,12.1,128.0
Mandi,3.0,1809,5,5,14,11.7,135.17
Kullu,10.0,1318,3,2,27,16.6,141.22
Solan,5.0,2552,2,2,6,15.6,158.65
Shimla,3.4,2857,3,2,35,0.8,144.1
Kullu,6.2,3701,4,3,23,24.6,203.34
Bilaspur,3.9,737,4,4,12,23.6,75.64
Dharamshala,4.1,1644,4,4,38,7.4,123.69
Dharamshala,7.4,1425,3,3,19,14.2,135.64
Chamba,5.8,2527,4,4,16,19.4,199.84
Palampur,9.5,2365,2,2,0,23.1,184.37
Bilaspur,5.2,3571,2,1,39,14.9,164.88
Mandi,8.1,3716,5,5,33,1.0,268.41
Mandi,6.2,3205,3,2,7,17.2,198.52
Dharamshala,7.6,1196,5,5,37,2.8,179.33
Bilaspur,7.2,642,4,4,31,16.9,85.93
Bilaspur,6.3,3647,3,2,16,14.9,201.51
Chamba,9.7,3799,3,2,37,16.2,251.86
Mandi,5.4,1376,4,3,22,5.1,139.46
Solan,4.2,663,1,1,27,12.6,43.52
Solan,7.7,2882,3,3,7,15.6,210.95
Chamba,8.9,2560,4,3,4,7.9,231.34
Solan,3.3,3610,1,1,21,4.9,177.48
Mandi,6.1,2513,1,1,13,6.0,176.84
Mandi,9.2,3161,1,1,39,21.5,171.43
Kullu,8.2,3252,3,3,3,11.9,254.73
Shimla,9.9,534,2,1,30,16.7,84.98
Kullu,6.7,1019,3,3,24,13.1,110.83
Dharamshala,7.6,3230,1,1,35,20.9,161.94
Bilaspur,5.1,1127,2,2,39,13.0,54.64
Solan,9.6,1221,1,1,34,2.8,139.98
Chamba,5.6,3132,5,4,14,5.4,231.68
Kullu,8.2,1215,3,3,27,0.8,164.94
Chamba,5.8,1023,1,1,6,20.9,83.44
Mandi,6.9,547,3,3,19,16.8,89.89
Shimla,8.0,2143,5,4,10,19.1,173.89
Dharamshala,6.6,2728,5,4,10,18.0,193.98
Bilaspur,9.3,3060,5,4,22,20.7,225.85
Solan,5.9,3669,3,3,5,24.7,200.04
Kullu,7.5,2779,2,2,22,16.5,170.39
Solan,5.4,3147,2,2,16,6.7,208.51
Chamba,5.9,1237,2,2,9,3.0,142.05
Mandi,6.1,1691,5,5,22,14.9,145.74
Chamba,3.9,1563,1,1,30,19.4,58.62
Solan,3.6,727,5,4,24,14.3,76.57
Palampur,7.7,3891,5,5,3,7.9,305.63
Bilaspur,7.6,1344,5,4,22,18.1,155.63
Shimla,7.6,2070,4,3,24,11.5,167.56
Palampur,3.1,1749,5,4,27,7.5,125.59
Chamba,5.3,655,1,1,17,21.1,25.23
Mandi,4.4,3661,5,4,3,14.6,224.63
Bilaspur,8.4,1268,3,3,5,7.4,155.01
Mandi,9.0,851,5,5,13,8.6,160.38
Chamba,4.7,1698,1,1,25,14.5,84.96
Dharamshala,7.7,1003,5,5,29,10.9,136.94
Mandi,3.9,3998,3,3,26,4.4,220.75
Mandi,4.9,1161,1,1,12,15.5,70.61
Shimla,4.0,1559,3,2,17,17.4,112.71
Kullu,5.0,1449,1,1,1,0.5,121.31
Dharamshala,7.7,592,1,1,31,13.7,50.5
Palampur,9.4,545,3,2,14,14.6,110.2
Mandi,4.4,2295,5,4,20,8.6,169.43
Mandi,6.8,1314,1,1,17,8.8,119.97
Bilaspur,7.9,792,2,2,11,8.3,130.67
Mandi,9.7,1519,2,1,6,11.4,183.27
